filename;rms_mean;rms_std;zcr_mean;zcr_std;tempo;n_beats;spectral_centroid_mean;spectral_centroid_std;spectral_rolloff_mean;mfcc_1_mean;mfcc_1_std;mfcc_2_mean;mfcc_2_std;mfcc_3_mean;mfcc_3_std;mfcc_4_mean;mfcc_4_std;mfcc_5_mean;mfcc_5_std;mfcc_6_mean;mfcc_6_std;mfcc_7_mean;mfcc_7_std;mfcc_8_mean;mfcc_8_std;mfcc_9_mean;mfcc_9_std;mfcc_10_mean;mfcc_10_std;mfcc_11_mean;mfcc_11_std;mfcc_12_mean;mfcc_12_std;mfcc_13_mean;mfcc_13_std;chroma_stft_mean;chroma_stft_std
Timmy Trumpet - Diamonds (Bass Modulators Remix).mp3;30528796;15952626;1,05E+16;6,40E+15;[151.99908088];596;2,67E+16;7,32E+15;5,72E+16;-16595156;8836247;739771;28619394;-61315346;19446135;16513073;1350188;-38248825;11695774;5188583;11835246;10335149;9065293;782156;12424569;28399127;10648164;22422392;11151972;-10899603;869559;1495853;8503805;-29826252;9067278;40039414;3025099
Timmy Trumpet - Freaks (Original Mix).mp3;30194953;1460011;1,26E+16;1,10E+15;[129.19921875];577;2,82E+16;1,20E+16;5,89E+15;-58669758;122959045;59460293;48380928;-7300869;29600311;51692314;22671183;10310268;26112434;20038885;19686504;15716221;14597963;14149149;13437418;-15361151;13231832;79146786;12142079;4546232;11011991;66523886;10058735;28056026;886839;515224;28898185
Timmy Trumpet - Happy.mp3;20268503;13205233;9,16E+15;5,15E+14;[161.49902344];598;2,26E+16;9,99E+15;4,81E+16;-9835062;13613039;8779347;42812996;-12418852;19100784;14168714;15063616;21105008;14489749;24209383;14020057;-6005364;13288392;5180346;12898796;-4154834;12222673;29093015;11626379;-2878279;11740591;16837194;10528688;-39606352;11019509;32676497;30384254
Timmy Trumpet - Mad World.mp3;27614546;14192705;8,73E+15;5,57E+16;[143.5546875];318;2,26E+16;1,03E+16;4,89E+15;-7276208;12293424;9322517;43279766;6633533;30696083;6805897;23453667;15684652;17345984;7737738;17372236;-34097433;15300754;-34697372;15335169;-23969707;13876151;18642695;10215238;-38604116;10652722;27019417;10014677;-24038146;9510854;3353218;30670273
Timmy Trumpet - Mars (Original Mix).mp3;20266967;777782;1,42E+16;6,76E+15;[161.49902344];487;2,98E+15;1,03E+16;6,21E+15;-3776102;9666619;7243603;48878105;-32979894;26522509;998434;14635869;92120004;11523099;10127466;996075;16131352;92113;5842719;9423768;9960278;8453236;36374152;8820746;-12710521;7078517;47431984;73904805;29612052;72963076;40464687;2899518
Timmy Trumpet - Oracle (TNT Remix).mp3;33369324;1608992;1,27E+15;7,22E+15;[151.99908088];408;3,04E+16;7,32E+15;6,57E+15;55467787;99918526;63852943;25689182;4555079;15481681;20847618;12033003;21430435;10065681;12071814;9687905;-8214631;10228516;112671995;8988749;1796624;9051236;55509176;8274511;-10836974;8395407;2567779;7431241;9513241;6718485;5009355;27995393
Timmy Trumpet - Project X.mp3;27321723;15965128;9,79E+15;5,98E+15;[151.99908088];382;2,67E+15;5,73E+15;5,91E+15;-2172696;89831;74519966;22579357;-5960624;13467145;9382026;18995518;-5218586;1205976;76183147;10463856;27274308;9952523;9149409;9072505;17753228;6935276;6565059;8456147;24219668;8513718;79437456;9366396;5351741;8861406;42560324;28696975
Timmy Trumpet - World At Our Feet (FREAKSHOW Edit).mp3;2597677;16145153;1,30E+16;8,24E+15;[143.5546875];347;2,85E+16;7,68E+15;5,96E+15;-42215755;8606949;6350988;30189667;-68858266;2171763;24713406;21190712;-21941214;15080022;26185908;14435979;-6082814;13705893;6143855;10752084;-3978625;13309035;991758;109479065;98586434;12652906;5500309;10913005;17769067;9481327;44042763;2992446
Timmy Trumpet - World At Our Feet (Styles & Complete Remix).mp3;31258547;14309232;1,41E+16;1,01E+15;[151.99908088];432;3,03E+15;1,19E+16;6,31E+15;-8330026;926764;6965398;4111383;9110608;24563799;1763574;15273057;26837153;11836877;62306323;12612214;-45635114;11808803;4721589;9564927;-4187171;10561626;37211566;9210834;-25736952;1118081;72638035;10195527;-3613563;8652756;41742724;2993222
Timmy Trumpet feat. Charlott Boss - Dumb.mp3;29141194;14783889;1,29E+15;7,13E+14;[151.99908088];391;3,06E+15;7,65E+15;6,73E+15;-15959588;99486244;62005375;23054047;18700681;21414246;61338162;1462684;5515975;1223113;8382582;13693285;-11923062;12096635;59373097;10263607;5740021;10004819;11849149;103156395;3057341;8786688;57038865;9592162;26178257;87726145;41079885;28588122
Timmy Trumpet – Take Your Call.mp3;27942038;17405145;1,29E+15;8,50E+14;[151.99908088];404;2,71E+15;1,08E+15;5,50E+15;-54565052;1179518;6847382;42257298;-14295942;37383602;12417072;24017975;34812683;22497814;-3172803;21548498;-7368832;19509613;67816863;18231874;-33599494;15822509;-13366392;14609316;-1816874;10582792;31134603;10051967;-16351042;10968709;49473977;28749302
Tisoki - Don’t Lie (feat. KARRA).mp3;3327248;17512414;1,07E+16;8,36E+15;[151.99908088];383;2,73E+16;1,28E+16;5,59E+15;-48369247;9399771;7257879;48428333;-39116142;30601313;66904575;20570059;-52174473;18669405;43397684;17611267;-8171016;15900376;-5441932;15423939;91173065;15458996;-14116957;13877589;-5304538;13680034;2833092;14337642;-11619136;13135175;3994987;31646833
Tiësto & Aazar - Diamonds (feat. Micky Blue).mp3;2593611;1333375;1,12E+16;7,16E+15;[151.99908088];515;2,74E+15;9,24E+15;5,89E+16;-40166653;10428005;7654371;3688902;-39325309;19282087;6755204;1805529;262092;1635356;6538747;15683397;25551608;15299849;-16082517;16542025;5109108;12938953;6591249;13691344;-81248355;14102432;30839076;9684356;-3015566;10987716;4158618;3018243
Tiësto & Dzeko - Jackie Chan (feat. Preme & Post Malone) (MANDY Remix).mp3;27672824;14781705;1,05E+16;7,28E+15;[151.99908088];414;2,66E+15;9,77E+15;5,97E+15;-37035286;11110156;7950523;3338949;14900926;20302397;15021071;13563333;31781204;13111512;46670156;12221557;-39336514;112366295;11514271;11695792;-4948528;12053614;1881412;12265493;-29345422;10883822;20927446;9230018;19154601;9226494;42091164;29207134
Tiësto & Matisse & Sadko - Dawnbreaker.mp3;2979327;12316065;1,25E+16;5,53E+15;[123.046875];314;2,81E+15;6,31E+15;6,08E+15;11452538;8185976;7280886;29687515;-970628;15283139;14995031;11388668;33331645;9167688;11422162;8833224;7274117;728538;47058115;7268854;-651694;73492465;56851616;67085505;-10504706;60371456;4287178;58059464;-3793094;6320781;39714643;27985555
Tiësto & Sevenn feat. Gucci Mane - BOOM (Brennan Heart Extended Remix).mp3;31412497;14560924;1,44E+16;8,33E+12;[151.99908088];748;2,96E+15;8,13E+15;6,31E+15;19730757;88823944;6982975;32935387;-10476314;21274145;62775383;16195667;-22694502;14733253;50184326;12738421;-14879825;11285991;6744943;10950947;-24873652;10201622;37934356;8341264;-23509555;88761635;46248255;8840627;-25266685;8113059;51007503;26854104
Tiësto - Phoenix (Color Switch Soundtrack).mp3;2860746;12652601;5,65E+15;4,59E+15;[129.19921875];286;2,13E+16;1,07E+15;4,92E+16;-9242062;10136657;95219955;454443;28192394;29987446;2431538;13937175;1260081;12893503;15825694;10117837;47241545;8368978;687088;7902171;18382217;68002105;59915514;659774;-37173522;5849866;56831203;58702035;-22917895;61892366;47175083;29494753
Tiësto - Tear It Down (From Hotel Transylvania 3).mp3;2997255;12701847;1,07E+14;5,22E+15;[63.02400915];158;2,79E+16;6,60E+15;6,29E+15;-61578703;98250786;71772545;27626923;-12900066;20929798;4242246;1642956;5464358;10955427;67738047;11231753;8218025;11253198;8190789;10640797;4370171;9357504;816783;8643084;1831321;8406655;9705495;74742846;-207665;66506896;49609414;27846307
Tiësto - Wave Rider (From Hotel Transylvania 3).mp3;28417394;13569172;9,78E+15;5,78E+15;[143.5546875];360;2,67E+15;7,96E+14;5,78E+16;-4656508;10705289;6689312;32465424;-17641338;24008692;6930435;20547039;35106356;13917037;11786557;14415727;7486131;12514072;8484124;124052;450663;10467463;65541744;12203781;15854824;9890454;78476233;9197487;31126041;84127035;44447422;29087332
Tiësto, Gucci Mane & Sevenn - BOOM.mp3;294297;13659102;9,81E+15;8,15E+15;[123.046875];318;2,56E+15;1,03E+16;5,67E+15;-48731087;10339772;78536644;34893684;9192442;23202333;22242994;21064018;836372;18864262;8591103;14725004;7790565;12699921;6253019;11618283;-627439;9656132;3405063;9194016;30682556;9004968;6251216;9086807;-541933;8387031;5182554;28840762
TNT  - Gung my-free-mp3s.com .mp3;3176993;16634941;1,42E+16;8,76E+15;[151.99908088];495;3,02E+15;7,33E+15;6,41E+15;17523252;7947868;6498638;23813679;-8180166;18142178;12473743;1237113;-33880863;10297677;62776723;8731435;-20268471;8711947;65315256;8394731;2312211;8385747;8310406;8350048;42970076;74871955;5161955;75906625;22748904;6857337;56128097;25457644
TNT - Wonder.mp3;33107874;14790677;1,31E+15;7,17E+15;[151.99908088];551;3,06E+15;6,92E+15;6,50E+15;25995205;7959566;6315099;26332506;-4455787;15799064;17311079;118634815;44773765;11373462;895871;9808619;21291843;8221669;68697762;8157682;19185039;6991711;7287975;710263;-71432865;72752028;21393855;64766293;-2616005;70159416;4788151;28235275
TNT, GLDY LX - Insane my-free-mp3s.com .mp3;2781745;16382448;1,13E+15;9,04E+15;[151.99908088];427;2,67E+16;9,40E+14;5,63E+15;-34222404;8334979;7402369;3804694;-38834639;22778345;25788239;1733058;28820088;116194725;6418905;11612112;-20385473;11397861;7768336;10505416;10801356;10369097;25193148;9033624;-93127716;9549868;-83563477;9290104;-48868406;85614;45758396;29491103
Tnt, Sound Rush - Right Now (Extended Version) (Extended Version) my-free-mp3s.com .mp3;27854678;16527209;1,33E+16;8,36E+15;[151.99908088];648;2,96E+16;9,38E+14;6,31E+15;-28018328;112919334;6801298;41653755;20626047;21484354;15580138;14737979;-54289794;10715358;6120072;1142766;-17259552;8731152;57627535;8939567;12554411;9061522;62295775;10491524;-74939156;10891443;5576997;9650305;14893259;8547204;4924224;2881808
Tobu - Turn It Up.mp3;27308136;1944469;9,12E+15;7,36E+15;[151.99908088];384;2,33E+15;9,77E+15;4,99E+15;-7268922;11438392;82565216;3690402;-835997;2388395;15405376;17842024;59583867;14741323;29899118;136528015;-51142354;11952983;18822643;12078025;-41454096;10568325;29324389;11844692;-22696073;11057698;13480121;10688821;-33308659;9410144;4462468;32147115
Todd Helder - Trapped.mp3;3349965;17893921;8,03E+15;7,22E+15;[161.49902344];373;2,36E+16;9,19E+15;5,48E+14;-4327108;6547133;86498924;3652293;1038883;21142317;1846245;19785019;29089167;14970388;1429314;14427942;-22050993;12777381;8169058;12307208;-2015112;105175905;53598094;12058377;87160283;10684878;6108433;8618042;-14971904;1008272;5144179;28710413
Tokyo Machine - Last Summer.mp3;27283832;11751687;1,14E+16;7,41E+14;[143.5546875];382;2,67E+16;1,05E+15;5,74E+15;-37442097;11161747;76928856;3988177;-9166245;23381203;6633618;18810488;-5161938;1532026;-9456461;14362579;-5957613;12190699;-16334769;12495303;-4990784;11082673;24653068;11366928;-572963;10750004;556256;9852835;-21453025;9039496;35061958;29541084
Tommy Jayden - Level Up.mp3;30218425;15850118;1,35E+15;8,19E+15;[129.19921875];356;3,22E+14;7,41E+15;6,81E+15;-11215276;7155716;50219135;25081875;-30973766;25224295;14118305;18176739;-36067843;16330605;63017306;15833093;-14649397;122542515;38541172;12779627;-2353725;11515691;4499024;1114033;-98283833;10403629;45971127;8578538;-2375334;9934064;49060535;28581116
Toneshifterz - Paradise.mp3;2640422;12374389;1,17E+16;7,08E+14;[151.99908088];455;2,72E+15;8,55E+15;5,74E+15;-2165359;108031944;7490624;3355329;-46155133;16706955;1385591;17271624;-5209381;9950671;58366423;9392923;-18911157;8523709;8375166;924658;1806878;1002341;53760467;9683609;20521343;75336246;5167302;70910907;-33851082;725482;41993362;28858057
Topmodelz - Your Love (Atmozfears & Sound Rush Remix).mp3;38951105;1923969;1,09E+16;6,35E+15;[151.99908088];473;2,74E+14;5,72E+15;6,06E+15;23049103;7868234;7493695;22829117;-10776116;17086458;8263565;12715669;16979031;10154564;9993024;9681718;-17831013;8663985;68293295;7476772;21725483;8503514;9302527;7992791;4451027;79569063;7157337;75713577;17461758;6775592;45978072;28658268
True Buddyz - This Is Your Moment (Original Mix) by LIMITLESS.mp3;2708588;13369979;1,39E+16;8,15E+15;[151.99908088];666;3,13E+16;6,92E+15;6,72E+15;-10604679;7835077;5959993;3025791;-32902124;31079601;9725423;16224127;-3646309;1745156;54549403;13769857;-2604167;12954437;48438954;1140524;-1052126;10429801;5580703;8563262;34647623;9301207;6256653;9126957;17502208;822098;5290537;26556814
Trye - City Lights.mp3;27405137;14251512;1,12E+16;6,74E+15;[151.99908088];506;2,82E+16;9,37E+15;6,14E+15;-21798304;9636299;7386804;32822285;5554869;20086624;17095985;12118232;2632574;13934807;6671295;9690745;-30992962;10327287;916424;9496985;24283547;9088863;6324468;9914322;30419035;9351644;5059762;77104874;8632072;7173328;43965954;28171074
Trye - Feel That Way.mp3;3035068;12591827;1,47E+16;6,80E+15;[151.99908088];400;3,31E+15;6,09E+15;7,20E+15;18753242;8435968;5877953;17535933;2969325;18728968;12872234;12756351;26479396;11534798;6072728;10618871;-17864099;8981175;10056815;990134;-48955444;1073377;60930824;96338005;17412945;10464113;5046279;10211246;-2133737;1081425;4080211;27973357
Trye - Never Look Back.mp3;32660016;13429055;1,06E+16;6,29E+15;[151.99908088];490;2,89E+15;8,21E+15;6,38E+14;18293349;7738904;7450183;34663483;5791096;21357176;138866205;12017101;37181177;12121738;10703593;11135514;-37864473;10212226;6132404;8058136;43213496;8075151;9375604;8532522;5246992;8032299;37506247;7779454;17314252;65709987;4619787;2853375
Trye - Run Away.mp3;23990871;14511664;1,37E+15;1,08E+16;[151.99908088];517;2,96E+15;9,97E+15;6,37E+15;-6387854;14699818;7094512;37413586;37115598;25668016;907528;181746;44852;12898289;41522503;1019346;-21276176;10388288;638886;10156971;10040749;9826037;8867333;973243;-60652964;9226513;38567326;8510212;7968869;8089251;43409637;29586855
TULE - Fearless my-free-mp3s.com .mp3;29320517;19283007;9,19E+15;5,72E+15;[112.34714674];349;2,25E+15;9,39E+15;4,83E+15;-38777935;99301414;101961296;42278408;-76788073;24247875;14045178;15283909;11219742;13008617;1889513;12991453;33341384;9958518;57892305;9938333;-5324187;8874487;8915697;8135284;-2718912;8491188;39444977;8965863;-52652164;9201396;424354;30307832
Tweekacore - Parallel Universe (feat. Emelie Cyréus).mp3;32032633;12966223;1,31E+16;6,84E+15;[161.49902344];521;3,11E+16;8,19E+15;6,64E+15;10600189;9123682;6483948;28976383;-5097583;1923424;6613696;12802191;20526404;12171805;4114624;13724795;15781128;9039571;4748412;8636953;20647515;8287199;86661215;9049225;20453813;76691265;8596968;8020425;1372039;7882711;4283112;28865096
Tweekacore, Darren Styles - Shady People.mp3;24848819;1328259;1,26E+16;6,47E+15;[151.99908088];461;2,81E+16;7,58E+15;5,95E+15;-21665773;100610855;7117556;29714773;-11465939;19287458;10486519;15224276;-14694673;16495386;6337213;14358353;-1130868;11800314;65661607;10926439;-34932868;10016843;48437004;921174;-25512215;8446815;32946854;9004676;616882;7971099;44699273;2852562
Twisted Melodiez - Dream [FREE DOWNLOAD] by Twisted Melodiez - Free Listening on SoundCloud.mp3;2908772;14918445;9,16E+15;5,26E+16;[151.99908088];629;2,57E+16;7,19E+15;5,90E+15;-12475143;9046998;8668107;2435812;827331;15015235;14832272;10205671;12186079;8546791;6152834;8057422;13327665;7323051;64017997;6674494;-99618345;7103213;6676022;60361066;14558058;5399071;6158325;62203712;20101495;50761824;46646667;27188805
Two Minds Project - Trying.mp3;30132565;13602132;1,10E+16;7,23E+14;[161.49902344];523;2,79E+16;9,90E+15;5,99E+15;-20057346;10486091;69315;41341305;-7248139;27369457;17465229;14388259;13433425;12284586;15389739;12460626;8126618;10978559;12585491;11805293;22956753;10210925;55446315;9081162;-27813137;9304885;35293624;8600941;-4474761;1043614;5064643;28412256
Two Minds Project - Wait For Me.mp3;23561122;13288939;1,42E+16;6,31E+15;[151.99908088];501;3,02E+16;8,22E+15;6,08E+15;-32872734;99706085;5973778;3401662;-25851833;3561155;11787333;21747446;40360582;13705908;16611856;16505531;6531826;10851876;5595519;11824531;12622899;10191836;2395866;11254081;-9158432;1065542;17434254;1060109;-2564491;9600368;47198284;29876128
Ummet Ozcan x Laurell - Change My Heart.mp3;23211849;97664304;1,25E+16;7,10E+15;[123.046875];372;2,67E+16;9,18E+15;5,44E+15;-37253506;8370099;7840733;31982008;-10916168;2104415;19216972;15824601;2575078;12405411;-8372177;136858;31171672;109656105;36647797;10794963;-1561988;10244177;8685761;9689424;-1753752;8752061;6477691;8716366;-35416632;8143224;38559073;298477
Ummet Ozcan x Lucas & Steve - Higher (Extended Mix).mp3;29383984;13146053;1,14E+16;8,02E+14;[129.19921875];472;2,72E+15;1,05E+16;5,79E+15;-23887808;104736404;7495473;4098195;-13455285;22801048;16300556;15000337;69903703;13478409;13870388;11215488;-2546143;11396427;8389635;10560843;11097387;1055589;5772283;8554227;1876307;8314106;5593487;7669091;-14979073;762235;47840294;2896299
